,Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
162,Brazil,Serie A,2012,16/08/2012,00:30,Ponte Preta,Bahia,0.0,2.0,A,1.61,4.15,6.19,1.7,4.15,6.19,1.62,3.63,5.21
163,Brazil,Serie A,2012,16/08/2012,01:50,Botafogo RJ,Sport Recife,2.0,0.0,H,1.41,4.93,8.82,1.5,5.2,8.82,1.41,4.19,7.39
164,Brazil,Serie A,2012,16/08/2012,01:50,Nautico,Sao Paulo,3.0,0.0,H,2.45,3.58,2.96,2.5,3.58,3.0,2.41,3.24,2.77
165,Brazil,Serie A,2012,16/08/2012,01:50,Palmeiras,Flamengo RJ,1.0,0.0,H,1.79,3.7,5.2,1.92,3.9,5.2,1.82,3.43,4.17
166,Brazil,Serie A,2012,17/08/2012,01:00,Corinthians,Internacional,1.0,0.0,H,2.06,3.44,4.09,2.15,3.44,4.21,2.03,3.19,3.62
167,Brazil,Serie A,2012,17/08/2012,01:00,Figueirense,Santos,1.0,3.0,A,2.68,3.49,2.77,2.88,3.49,2.77,2.58,3.2,2.59
168,Brazil,Serie A,2012,17/08/2012,01:00,Vasco,Coritiba,2.0,2.0,D,1.73,3.96,5.26,1.75,3.96,6.5,1.61,3.68,5.32
169,Brazil,Serie A,2012,18/08/2012,22:30,Fluminense,Sport Recife,1.0,0.0,H,1.53,4.42,6.82,1.56,4.42,8.0,1.46,4.07,6.8
170,Brazil,Serie A,2012,18/08/2012,22:30,Nautico,Bahia,1.0,0.0,H,2.02,3.38,4.21,2.06,3.56,4.5,1.88,3.38,3.95
171,Brazil,Serie A,2012,19/08/2012,01:00,Sao Paulo,Ponte Preta,3.0,0.0,H,1.63,4.26,5.67,1.65,4.26,5.8,1.59,3.77,5.34
172,Brazil,Serie A,2012,19/08/2012,20:00,Atletico-MG,Botafogo RJ,3.0,2.0,H,1.78,3.9,4.84,1.81,3.9,4.94,1.75,3.46,4.45
173,Brazil,Serie A,2012,19/08/2012,20:00,Coritiba,Cruzeiro,4.0,0.0,H,1.89,3.63,4.51,2.0,3.68,4.54,1.88,3.45,3.83
174,Brazil,Serie A,2012,19/08/2012,20:00,Gremio,Figueirense,4.0,0.0,H,1.42,4.7,9.46,1.45,4.78,9.46,1.4,4.26,7.5
175,Brazil,Serie A,2012,19/08/2012,20:00,Santos,Corinthians,3.0,2.0,H,2.27,3.36,3.46,2.34,3.36,3.6,2.21,3.2,3.14
176,Brazil,Serie A,2012,19/08/2012,22:30,Atletico GO,Palmeiras,2.0,1.0,H,2.7,3.52,2.7,2.7,3.59,2.82,2.5,3.23,2.67
177,Brazil,Serie A,2012,19/08/2012,22:30,Flamengo RJ,Vasco,1.0,0.0,H,2.95,3.17,2.7,2.96,3.21,2.71,2.76,3.1,2.5
178,Brazil,Serie A,2012,19/08/2012,22:30,Portuguesa,Internacional,1.0,1.0,D,3.24,3.35,2.38,3.24,3.35,2.48,3.11,3.17,2.44
179,Brazil,Serie A,2012,25/08/2012,22:30,Palmeiras,Santos,1.0,2.0,A,2.52,3.55,2.88,2.7,3.55,2.88,2.46,3.26,2.7
180,Brazil,Serie A,2012,25/08/2012,22:30,Vasco,Fluminense,1.0,2.0,A,3.32,3.37,2.34,3.5,3.4,2.45,3.0,3.17,2.32
181,Brazil,Serie A,2012,26/08/2012,01:00,Ponte Preta,Portuguesa,2.0,1.0,H,2.64,3.24,2.96,2.64,3.3,3.2,2.4,3.17,2.87
182,Brazil,Serie A,2012,26/08/2012,20:00,Botafogo RJ,Flamengo RJ,0.0,0.0,D,2.52,3.29,3.08,2.52,3.32,3.3,2.29,3.21,3.02
183,Brazil,Serie A,2012,26/08/2012,20:00,Corinthians,Sao Paulo,1.0,2.0,A,2.22,3.54,3.42,2.31,3.54,3.42,2.21,3.26,3.11
184,Brazil,Serie A,2012,26/08/2012,20:00,Figueirense,Coritiba,3.0,1.0,H,3.03,3.42,2.48,3.13,3.43,2.6,2.71,3.24,2.48
185,Brazil,Serie A,2012,26/08/2012,20:00,Internacional,Gremio,0.0,1.0,A,2.33,3.35,3.35,2.4,3.35,3.5,2.21,3.21,3.15
186,Brazil,Serie A,2012,26/08/2012,22:30,Bahia,Atletico GO,1.0,1.0,D,2.06,3.62,3.79,2.2,3.62,4.0,2.05,3.27,3.51
187,Brazil,Serie A,2012,26/08/2012,22:30,Cruzeiro,Atletico-MG,2.0,2.0,D,3.22,3.37,2.39,3.6,3.4,2.39,3.2,3.23,2.18
188,Brazil,Serie A,2012,26/08/2012,22:30,Sport Recife,Nautico,0.0,0.0,D,2.52,3.52,2.88,2.75,3.52,2.9,2.47,3.22,2.72
189,Brazil,Serie A,2012,29/08/2012,23:30,Coritiba,Internacional,1.0,0.0,H,2.64,3.22,2.98,2.9,3.26,2.98,2.55,3.16,2.69
190,Brazil,Serie A,2012,29/08/2012,23:30,Santos,Bahia,1.0,3.0,A,1.34,5.3,10.72,1.45,5.3,11.0,1.34,4.6,8.84
191,Brazil,Serie A,2012,30/08/2012,00:30,Atletico-MG,Ponte Preta,2.0,2.0,D,1.41,4.82,9.26,1.41,4.86,9.69,1.38,4.39,7.86
192,Brazil,Serie A,2012,30/08/2012,00:30,Nautico,Figueirense,3.0,2.0,H,1.78,3.75,5.12,1.8,3.8,5.7,1.74,3.49,4.55
193,Brazil,Serie A,2012,30/08/2012,00:30,Portuguesa,Palmeiras,3.0,0.0,H,2.9,3.18,2.73,3.0,3.25,2.78,2.75,3.1,2.53
194,Brazil,Serie A,2012,30/08/2012,02:00,Atletico GO,Cruzeiro,0.0,2.0,A,2.29,3.48,3.31,2.4,3.5,3.35,2.25,3.29,3.01
195,Brazil,Serie A,2012,30/08/2012,02:00,Fluminense,Corinthians,1.0,1.0,D,2.14,3.39,3.76,2.19,3.4,4.09,2.07,3.23,3.48
196,Brazil,Serie A,2012,30/08/2012,02:00,Gremio,Vasco,2.0,0.0,H,1.85,3.61,4.82,1.89,3.61,5.2,1.8,3.4,4.33
197,Brazil,Serie A,2012,31/08/2012,01:00,Flamengo RJ,Sport Recife,1.0,1.0,D,1.57,4.19,6.72,1.6,4.34,7.7,1.5,3.91,6.34
198,Brazil,Serie A,2012,31/08/2012,01:00,Sao Paulo,Botafogo RJ,4.0,0.0,H,1.68,4.13,5.37,1.83,4.13,5.37,1.68,3.71,4.64
199,Brazil,Serie A,2012,01/09/2012,22:30,Figueirense,Fluminense,2.0,2.0,D,3.09,3.43,2.44,3.45,3.45,2.46,3.05,3.18,2.29
200,Brazil,Serie A,2012,01/09/2012,22:30,Palmeiras,Gremio,0.0,0.0,D,2.5,3.43,2.99,2.72,3.43,2.99,2.46,3.16,2.8
201,Brazil,Serie A,2012,02/09/2012,01:00,Vasco,Portuguesa,2.0,0.0,H,1.7,3.92,5.51,1.7,4.0,6.4,1.64,3.61,5.18
202,Brazil,Serie A,2012,02/09/2012,20:00,Bahia,Sao Paulo,1.0,0.0,H,2.97,3.37,2.54,3.1,3.37,2.54,2.85,3.17,2.4
203,Brazil,Serie A,2012,02/09/2012,20:00,Corinthians,Atletico-MG,1.0,0.0,H,2.21,3.45,3.53,2.4,3.45,3.6,2.24,3.22,3.08
204,Brazil,Serie A,2012,02/09/2012,20:00,Internacional,Flamengo RJ,4.0,1.0,H,1.68,3.93,5.7,1.75,4.0,6.4,1.65,3.61,5.07
205,Brazil,Serie A,2012,02/09/2012,20:00,Sport Recife,Santos,2.0,1.0,H,2.39,3.25,3.32,2.6,3.4,3.32,2.43,3.15,2.82
206,Brazil,Serie A,2012,02/09/2012,22:30,Botafogo RJ,Coritiba,2.0,0.0,H,1.93,3.77,4.15,1.98,3.8,4.5,1.88,3.4,3.94
207,Brazil,Serie A,2012,02/09/2012,22:30,Cruzeiro,Nautico,3.0,0.0,H,1.63,4.05,6.09,1.63,4.34,6.8,1.56,3.8,5.67
208,Brazil,Serie A,2012,02/09/2012,22:30,Ponte Preta,Atletico GO,3.0,1.0,H,2.14,3.49,3.66,2.15,3.5,4.34,2.0,3.29,3.59
209,Brazil,Serie A,2012,05/09/2012,23:30,Bahia,Atletico-MG,0.0,0.0,D,2.89,3.34,2.62,3.05,3.37,2.66,2.87,3.15,2.41
210,Brazil,Serie A,2012,05/09/2012,23:30,Flamengo RJ,Ponte Preta,0.0,1.0,A,2.14,3.62,3.5,2.16,3.62,3.8,2.02,3.33,3.48
211,Brazil,Serie A,2012,05/09/2012,23:30,Nautico,Vasco,1.0,1.0,D,2.34,3.41,3.28,2.5,3.5,3.29,2.35,3.23,2.89
212,Brazil,Serie A,2012,05/09/2012,23:30,Portuguesa,Coritiba,3.0,0.0,H,1.98,3.63,4.08,2.04,3.63,4.08,1.96,3.37,3.63
213,Brazil,Serie A,2012,06/09/2012,00:30,Gremio,Atletico GO,2.0,1.0,H,1.43,4.69,8.94,1.45,4.9,10.5,1.38,4.36,8.09
214,Brazil,Serie A,2012,06/09/2012,02:00,Cruzeiro,Botafogo RJ,1.0,3.0,A,1.94,3.76,4.09,2.04,3.76,4.22,1.9,3.42,3.8
215,Brazil,Serie A,2012,06/09/2012,02:00,Figueirense,Corinthians,1.0,0.0,H,2.73,3.33,2.78,2.79,3.34,2.9,2.54,3.17,2.68
216,Brazil,Serie A,2012,06/09/2012,02:00,Sao Paulo,Internacional,1.0,1.0,D,1.95,3.65,4.13,1.97,3.65,4.59,1.82,3.44,4.15
217,Brazil,Serie A,2012,07/09/2012,01:00,Fluminense,Santos,3.0,1.0,H,1.74,3.74,5.38,1.75,3.95,5.68,1.65,3.62,4.98
218,Brazil,Serie A,2012,07/09/2012,01:00,Palmeiras,Sport Recife,3.0,1.0,H,1.6,4.15,6.3,1.65,4.2,7.0,1.53,3.8,6.09
219,Brazil,Serie A,2012,08/09/2012,22:30,Coritiba,Flamengo RJ,3.0,0.0,H,1.68,4.11,5.35,1.75,4.11,5.35,1.71,3.62,4.63
220,Brazil,Serie A,2012,08/09/2012,22:30,Ponte Preta,Figueirense,2.0,2.0,D,1.84,3.79,4.61,1.84,4.09,5.0,1.76,3.54,4.32
221,Brazil,Serie A,2012,09/09/2012,01:00,Corinthians,Gremio,3.0,1.0,H,2.7,3.32,2.81,2.76,3.35,2.95,2.48,3.15,2.77
222,Brazil,Serie A,2012,09/09/2012,20:00,Botafogo RJ,Nautico,3.0,1.0,H,1.67,3.96,5.78,1.73,4.2,5.78,1.65,3.67,5.0
223,Brazil,Serie A,2012,09/09/2012,20:00,Internacional,Fluminense,0.0,1.0,A,2.5,3.32,3.06,2.78,3.32,3.06,2.53,3.17,2.7
224,Brazil,Serie A,2012,09/09/2012,20:00,Santos,Sao Paulo,0.0,0.0,D,3.21,3.34,2.41,3.3,3.48,2.41,3.05,3.25,2.25
225,Brazil,Serie A,2012,09/09/2012,22:30,Atletico GO,Portuguesa,1.0,1.0,D,2.5,3.46,2.97,2.6,3.46,3.1,2.32,3.23,2.93
226,Brazil,Serie A,2012,09/09/2012,22:30,Atletico-MG,Palmeiras,3.0,0.0,H,1.68,3.92,5.7,1.68,4.2,6.5,1.57,3.74,5.72
227,Brazil,Serie A,2012,09/09/2012,22:30,Sport Recife,Cruzeiro,2.0,1.0,H,2.54,3.46,2.91,2.76,3.46,2.91,2.54,3.17,2.68
228,Brazil,Serie A,2012,09/09/2012,22:30,Vasco,Bahia,0.0,4.0,A,1.67,3.96,5.73,1.67,4.2,6.7,1.57,3.74,5.68
229,Brazil,Serie A,2012,12/09/2012,23:30,Corinthians,Ponte Preta,1.0,1.0,D,1.79,3.61,5.29,1.79,3.9,5.5,1.66,3.61,4.98
230,Brazil,Serie A,2012,12/09/2012,23:30,Figueirense,Cruzeiro,2.0,0.0,H,2.31,3.59,3.17,2.38,3.7,3.24,2.26,3.29,3.0
231,Brazil,Serie A,2012,12/09/2012,23:30,Portuguesa,Fluminense,0.0,2.0,A,3.29,3.35,2.36,3.29,3.5,2.54,2.84,3.22,2.41
232,Brazil,Serie A,2012,13/09/2012,00:30,Atletico GO,Coritiba,1.0,2.0,A,2.23,3.53,3.42,2.45,3.7,3.42,2.29,3.29,2.95
233,Brazil,Serie A,2012,13/09/2012,00:30,Sport Recife,Bahia,1.0,1.0,D,2.5,3.36,3.05,2.52,3.4,3.1,2.33,3.22,2.95
234,Brazil,Serie A,2012,13/09/2012,02:00,Atletico-MG,Sao Paulo,1.0,0.0,H,1.72,3.93,5.22,1.73,4.15,5.6,1.69,3.65,4.71
235,Brazil,Serie A,2012,13/09/2012,02:00,Santos,Flamengo RJ,2.0,0.0,H,1.74,3.99,5.03,1.78,4.33,6.0,1.65,3.68,4.95
236,Brazil,Serie A,2012,13/09/2012,02:00,Vasco,Palmeiras,3.0,1.0,H,2.36,3.26,3.41,2.36,3.6,4.25,2.07,3.21,3.56
237,Brazil,Serie A,2012,14/09/2012,01:00,Botafogo RJ,Internacional,1.0,1.0,D,2.17,3.56,3.52,2.4,3.56,3.52,2.23,3.24,3.11
238,Brazil,Serie A,2012,14/09/2012,01:00,Gremio,Nautico,2.0,0.0,H,1.33,5.5,11.05,1.35,5.84,12.0,1.29,5.09,9.54
239,Brazil,Serie A,2012,15/09/2012,22:30,Sao Paulo,Portuguesa,3.0,1.0,H,1.67,3.88,5.92,1.73,4.2,6.5,1.61,3.7,5.28
240,Brazil,Serie A,2012,15/09/2012,22:50,Fluminense,Atletico GO,1.0,2.0,A,1.53,4.24,7.24,1.53,4.7,8.1,1.46,4.13,6.61
241,Brazil,Serie A,2012,16/09/2012,20:00,Bahia,Figueirense,2.0,1.0,H,1.8,3.76,4.9,1.9,3.76,4.9,1.82,3.44,4.16
242,Brazil,Serie A,2012,16/09/2012,20:00,Coritiba,Santos,1.0,2.0,A,2.04,3.53,3.93,2.11,3.6,3.93,2.02,3.35,3.46
243,Brazil,Serie A,2012,16/09/2012,20:00,Cruzeiro,Vasco,1.0,1.0,D,2.69,3.25,2.89,2.76,3.35,3.0,2.51,3.17,2.73
244,Brazil,Serie A,2012,16/09/2012,20:00,Nautico,Atletico-MG,1.0,0.0,H,3.2,3.46,2.36,3.2,3.46,2.48,2.88,3.24,2.34
245,Brazil,Serie A,2012,16/09/2012,20:00,Palmeiras,Corinthians,0.0,2.0,A,2.47,3.2,3.25,2.7,3.25,3.25,2.52,3.08,2.77
246,Brazil,Serie A,2012,16/09/2012,22:30,Flamengo RJ,Gremio,1.0,1.0,D,2.9,3.39,2.6,2.96,3.4,2.6,2.75,3.2,2.46
247,Brazil,Serie A,2012,16/09/2012,22:30,Internacional,Sport Recife,2.0,2.0,D,1.34,5.22,11.09,1.45,5.3,11.09,1.35,4.53,8.53
248,Brazil,Serie A,2012,16/09/2012,22:30,Ponte Preta,Botafogo RJ,0.0,0.0,D,2.31,3.41,3.32,2.4,3.5,3.32,2.26,3.27,3.01
249,Brazil,Serie A,2012,22/09/2012,22:30,Figueirense,Palmeiras,1.0,3.0,A,2.71,3.46,2.72,2.85,3.6,2.76,2.56,3.23,2.62
250,Brazil,Serie A,2012,22/09/2012,22:30,Fluminense,Nautico,2.0,1.0,H,1.39,5.01,9.32,1.4,5.01,11.0,1.34,4.54,8.61
251,Brazil,Serie A,2012,23/09/2012,01:00,Santos,Portuguesa,1.0,3.0,A,2.25,3.44,3.41,2.25,3.44,3.57,2.14,3.26,3.25
252,Brazil,Serie A,2012,23/09/2012,20:00,Atletico GO,Flamengo RJ,1.0,2.0,A,2.17,3.51,3.57,2.31,3.6,3.57,2.22,3.29,3.07
253,Brazil,Serie A,2012,23/09/2012,20:00,Botafogo RJ,Corinthians,2.0,2.0,D,2.16,3.42,3.69,2.16,3.6,3.85,2.05,3.27,3.49
254,Brazil,Serie A,2012,23/09/2012,20:00,Ponte Preta,Vasco,0.0,0.0,D,2.54,3.33,3.0,2.76,3.4,3.0,2.5,3.2,2.71
255,Brazil,Serie A,2012,23/09/2012,20:00,Sao Paulo,Cruzeiro,1.0,0.0,H,1.52,4.34,7.25,1.6,4.34,7.25,1.56,3.83,5.75
256,Brazil,Serie A,2012,23/09/2012,22:30,Atletico-MG,Gremio,0.0,0.0,D,1.94,3.57,4.34,2.17,3.57,4.34,1.94,3.36,3.75
257,Brazil,Serie A,2012,23/09/2012,22:30,Internacional,Bahia,3.0,1.0,H,1.48,4.34,8.4,1.5,4.5,8.4,1.44,4.11,7.0
258,Brazil,Serie A,2012,23/09/2012,22:30,Sport Recife,Coritiba,1.0,0.0,H,2.18,3.67,3.4,2.48,3.67,3.44,2.19,3.32,3.1
259,Brazil,Serie A,2012,27/09/2012,02:00,Flamengo RJ,Atletico-MG,2.0,1.0,H,3.61,3.49,2.17,3.61,3.5,2.5,3.02,3.26,2.28
260,Brazil,Serie A,2012,29/09/2012,22:30,Cruzeiro,Internacional,0.0,0.0,D,3.01,3.27,2.58,3.25,3.3,2.6,2.88,3.16,2.4
261,Brazil,Serie A,2012,29/09/2012,22:30,Nautico,Atletico GO,2.0,0.0,H,1.74,3.79,5.33,1.78,4.09,5.5,1.67,3.65,4.78
262,Brazil,Serie A,2012,29/09/2012,22:30,Portuguesa,Atletico-MG,1.0,1.0,D,2.7,3.38,2.78,2.9,3.5,2.78,2.64,3.21,2.55
263,Brazil,Serie A,2012,29/09/2012,22:30,Vasco,Figueirense,3.0,1.0,H,1.61,3.96,6.61,1.61,4.59,7.5,1.51,3.99,6.04
264,Brazil,Serie A,2012,30/09/2012,01:00,Palmeiras,Ponte Preta,3.0,0.0,H,1.63,3.97,6.26,1.8,4.09,6.4,1.6,3.7,5.41
265,Brazil,Serie A,2012,30/09/2012,20:00,Bahia,Botafogo RJ,2.0,0.0,H,2.48,3.45,3.01,2.58,3.5,3.01,2.45,3.24,2.75
266,Brazil,Serie A,2012,30/09/2012,20:00,Corinthians,Sport Recife,3.0,0.0,H,1.44,4.57,8.69,1.6,4.57,8.69,1.48,3.9,6.77
267,Brazil,Serie A,2012,30/09/2012,20:00,Coritiba,Sao Paulo,1.0,1.0,D,2.58,3.41,2.91,2.58,3.6,3.1,2.37,3.24,2.85
268,Brazil,Serie A,2012,30/09/2012,20:00,Flamengo RJ,Fluminense,0.0,1.0,A,3.63,3.34,2.22,3.85,3.45,2.25,3.41,3.25,2.09
269,Brazil,Serie A,2012,30/09/2012,22:30,Gremio,Santos,1.0,1.0,D,1.67,3.95,5.8,1.75,4.2,5.8,1.68,3.7,4.7
270,Brazil,Serie A,2012,05/10/2012,01:00,Coritiba,Ponte Preta,1.0,0.0,H,1.81,3.85,4.71,1.83,3.95,5.45,1.69,3.64,4.73
271,Brazil,Serie A,2012,05/10/2012,01:00,Flamengo RJ,Bahia,0.0,0.0,D,1.95,3.59,4.26,2.08,3.6,4.3,1.96,3.32,3.73
272,Brazil,Serie A,2012,05/10/2012,01:00,Portuguesa,Sport Recife,5.0,1.0,H,1.58,4.11,6.69,1.7,4.11,6.69,1.62,3.67,5.25
273,Brazil,Serie A,2012,06/10/2012,20:00,Sao Paulo,Palmeiras,3.0,0.0,H,2.04,3.59,3.86,2.06,3.6,4.25,1.95,3.34,3.72
274,Brazil,Serie A,2012,06/10/2012,20:20,Atletico GO,Vasco,0.0,1.0,A,3.58,3.26,2.27,3.62,3.4,2.27,3.39,3.24,2.09
275,Brazil,Serie A,2012,06/10/2012,20:20,Nautico,Corinthians,2.0,1.0,H,2.36,3.49,3.16,2.41,3.49,3.25,2.3,3.24,2.94
276,Brazil,Serie A,2012,06/10/2012,20:20,Santos,Internacional,1.0,1.0,D,2.7,3.26,2.87,2.8,3.33,2.87,2.56,3.14,2.68
277,Brazil,Serie A,2012,06/10/2012,22:30,Atletico-MG,Figueirense,6.0,0.0,H,1.36,5.22,10.26,1.37,5.4,11.0,1.33,4.68,8.67
278,Brazil,Serie A,2012,06/10/2012,22:30,Fluminense,Botafogo RJ,1.0,0.0,H,2.27,3.38,3.44,2.29,3.6,3.7,2.08,3.27,3.42
279,Brazil,Serie A,2012,06/10/2012,22:30,Gremio,Cruzeiro,2.0,1.0,H,1.56,4.24,6.7,1.56,4.5,7.0,1.51,3.94,6.07
280,Brazil,Serie A,2012,10/10/2012,23:30,Bahia,Fluminense,0.0,2.0,A,3.08,3.26,2.54,3.35,3.4,2.54,3.03,3.17,2.31
281,Brazil,Serie A,2012,10/10/2012,23:30,Botafogo RJ,Santos,0.0,2.0,A,1.83,3.96,4.46,1.83,4.09,5.0,1.73,3.62,4.4
282,Brazil,Serie A,2012,10/10/2012,23:30,Cruzeiro,Portuguesa,2.0,0.0,H,2.33,3.62,3.12,2.42,3.62,3.15,2.32,3.29,2.88
283,Brazil,Serie A,2012,10/10/2012,23:30,Figueirense,Atletico GO,3.0,1.0,H,1.93,3.68,4.28,1.96,3.75,4.28,1.9,3.44,3.79
284,Brazil,Serie A,2012,10/10/2012,23:30,Ponte Preta,Nautico,2.0,1.0,H,1.78,3.83,4.9,1.78,4.09,5.7,1.65,3.7,4.91
285,Brazil,Serie A,2012,11/10/2012,02:00,Corinthians,Flamengo RJ,3.0,2.0,H,1.91,3.62,4.44,1.91,3.9,4.95,1.78,3.48,4.35
286,Brazil,Serie A,2012,11/10/2012,02:00,Internacional,Atletico-MG,3.0,0.0,H,2.2,3.46,3.56,2.38,3.6,3.56,2.19,3.28,3.15
287,Brazil,Serie A,2012,11/10/2012,02:00,Vasco,Sao Paulo,0.0,2.0,A,2.75,3.34,2.77,2.75,3.4,3.0,2.51,3.16,2.74
288,Brazil,Serie A,2012,12/10/2012,01:00,Palmeiras,Coritiba,0.0,1.0,A,2.06,3.45,4.0,2.08,3.6,4.3,1.91,3.37,3.85
289,Brazil,Serie A,2012,12/10/2012,01:00,Sport Recife,Gremio,1.0,3.0,A,2.44,3.57,2.99,2.7,3.57,3.0,2.45,3.28,2.71
290,Brazil,Serie A,2012,13/10/2012,22:30,Atletico GO,Internacional,3.0,1.0,H,4.78,3.53,1.87,4.84,3.8,1.9,4.18,3.48,1.81
291,Brazil,Serie A,2012,13/10/2012,22:30,Flamengo RJ,Cruzeiro,1.0,1.0,D,2.1,3.62,3.65,2.15,3.62,3.68,2.04,3.37,3.42
292,Brazil,Serie A,2012,14/10/2012,01:00,Portuguesa,Corinthians,1.0,1.0,D,2.56,3.43,2.89,2.65,3.5,2.9,2.47,3.24,2.71
293,Brazil,Serie A,2012,14/10/2012,20:00,Atletico-MG,Sport Recife,2.0,1.0,H,1.28,5.95,13.41,1.31,6.0,13.41,1.28,5.15,9.75
294,Brazil,Serie A,2012,14/10/2012,20:00,Coritiba,Bahia,2.0,1.0,H,1.66,3.81,6.15,1.67,4.0,6.4,1.6,3.67,5.41
295,Brazil,Serie A,2012,14/10/2012,20:00,Nautico,Palmeiras,1.0,0.0,H,1.78,3.94,4.73,1.91,4.0,4.73,1.78,3.56,4.22
296,Brazil,Serie A,2012,14/10/2012,20:00,Santos,Vasco,2.0,0.0,H,2.15,3.4,3.74,2.29,3.5,3.74,2.18,3.25,3.18
297,Brazil,Serie A,2012,14/10/2012,20:00,Sao Paulo,Figueirense,2.0,0.0,H,1.28,5.97,13.45,1.3,6.0,13.45,1.28,5.17,9.99
298,Brazil,Serie A,2012,14/10/2012,22:30,Fluminense,Ponte Preta,2.0,1.0,H,1.53,4.23,7.26,1.55,4.4,8.19,1.46,4.06,6.67
299,Brazil,Serie A,2012,14/10/2012,22:30,Gremio,Botafogo RJ,1.0,1.0,D,1.65,4.0,5.9,1.72,4.09,5.9,1.64,3.67,5.04
300,Brazil,Serie A,2012,17/10/2012,23:30,Bahia,Palmeiras,0.0,1.0,A,2.49,3.39,3.05,2.49,3.4,3.3,2.25,3.22,3.06
301,Brazil,Serie A,2012,17/10/2012,23:30,Coritiba,Nautico,2.0,1.0,H,1.53,4.44,6.78,1.6,4.59,6.78,1.52,4.01,5.85
302,Brazil,Serie A,2012,17/10/2012,23:30,Fluminense,Gremio,2.0,2.0,D,2.17,3.46,3.63,2.17,3.65,4.0,2.03,3.31,3.5
303,Brazil,Serie A,2012,17/10/2012,23:30,Internacional,Figueirense,2.0,3.0,A,1.39,5.09,9.27,1.4,5.6,9.4,1.35,4.64,8.04
304,Brazil,Serie A,2012,18/10/2012,02:00,Cruzeiro,Corinthians,2.0,0.0,H,2.04,3.48,4.05,2.1,3.6,4.05,1.96,3.35,3.69
305,Brazil,Serie A,2012,18/10/2012,02:00,Portuguesa,Flamengo RJ,0.0,0.0,D,2.18,3.5,3.56,2.19,3.7,3.85,2.06,3.32,3.38
306,Brazil,Serie A,2012,18/10/2012,02:00,Santos,Atletico-MG,2.0,2.0,D,2.16,3.6,3.49,2.38,3.7,3.6,2.12,3.37,3.21
307,Brazil,Serie A,2012,19/10/2012,01:00,Botafogo RJ,Vasco,3.0,2.0,H,2.4,3.71,2.94,2.46,3.71,3.03,2.32,3.32,2.86
308,Brazil,Serie A,2012,19/10/2012,01:00,Sao Paulo,Atletico GO,2.0,0.0,H,1.27,6.6,11.67,1.3,6.6,13.0,1.25,5.52,10.16
309,Brazil,Serie A,2012,19/10/2012,01:00,Sport Recife,Ponte Preta,3.0,1.0,H,2.19,3.6,3.43,2.19,3.6,3.75,2.01,3.35,3.5
310,Brazil,Serie A,2012,20/10/2012,22:30,Corinthians,Bahia,1.0,1.0,D,1.79,3.79,4.9,1.85,3.9,5.09,1.76,3.51,4.41
311,Brazil,Serie A,2012,20/10/2012,22:30,Gremio,Coritiba,0.0,0.0,D,1.59,4.22,6.25,1.6,4.5,7.0,1.51,3.9,6.13
312,Brazil,Serie A,2012,20/10/2012,22:30,Palmeiras,Cruzeiro,2.0,0.0,H,1.96,3.6,4.2,1.98,3.75,5.0,1.84,3.47,4.0
313,Brazil,Serie A,2012,21/10/2012,19:00,Atletico-MG,Fluminense,3.0,2.0,H,2.11,3.43,3.82,2.2,3.7,3.83,2.1,3.29,3.32
314,Brazil,Serie A,2012,21/10/2012,19:00,Flamengo RJ,Sao Paulo,1.0,0.0,H,3.38,3.33,2.33,3.5,3.4,2.39,3.19,3.22,2.18
315,Brazil,Serie A,2012,21/10/2012,19:00,Nautico,Portuguesa,0.0,0.0,D,1.7,3.83,5.67,1.75,3.95,5.68,1.69,3.56,4.79
316,Brazil,Serie A,2012,21/10/2012,21:30,Atletico GO,Sport Recife,0.0,1.0,A,2.46,3.42,3.06,2.52,3.5,3.1,2.36,3.29,2.83
317,Brazil,Serie A,2012,21/10/2012,21:30,Ponte Preta,Santos,1.0,0.0,H,3.1,3.78,2.27,3.15,3.78,2.45,2.89,3.35,2.3
318,Brazil,Serie A,2012,24/10/2012,23:30,Vasco,Internacional,1.0,2.0,A,2.29,3.41,3.35,2.31,3.5,3.46,2.21,3.27,3.09
319,Brazil,Serie A,2012,25/10/2012,01:00,Figueirense,Botafogo RJ,0.0,2.0,A,2.47,3.84,2.77,2.5,3.84,2.94,2.37,3.37,2.75
320,Brazil,Serie A,2012,26/10/2012,00:00,Fluminense,Coritiba,2.0,1.0,H,1.64,4.18,5.65,1.64,4.3,6.5,1.54,3.94,5.65
321,Brazil,Serie A,2012,26/10/2012,00:00,Ponte Preta,Cruzeiro,1.0,0.0,H,2.25,3.44,3.42,2.25,3.46,3.55,2.14,3.25,3.24
322,Brazil,Serie A,2012,26/10/2012,00:00,Santos,Nautico,0.0,0.0,D,1.56,4.44,6.35,1.59,4.44,6.35,1.52,4.01,5.75
323,Brazil,Serie A,2012,27/10/2012,19:20,Corinthians,Vasco,1.0,0.0,H,1.88,3.61,4.63,1.91,3.61,4.63,1.85,3.43,4.0
324,Brazil,Serie A,2012,27/10/2012,19:20,Internacional,Palmeiras,2.0,1.0,H,1.92,3.63,4.38,1.95,3.75,5.15,1.77,3.49,4.35
